,original,pre_processed_text,time_parsed,sentiments,predictions
417,12:13 You're doing overhead presses wrong. You're supposed to bring your elbows down at around an angle of 45 degrees to prevent long term shoulder problems.,you are doing overhead press wrong. you are supposed to bring your elbow down at around an angle of 45 degree to prevent long term shoulder problems.,1685004523.792103,{'NEGATIVE': 0.7567257881164551},corrective
418,"lmao ""eat my cookies instead of fasting"" and ""fasting causes cancer"" when it is proven to be the exact opposite (have a look at countries that do religious fasting in the middle-east, and their cancer rates compared to others). Wtf did she smoke, or what's in that cookie to cause this sort of dellusion ?","lmaz eat my cooky instead of fasting and fasting cause cancer when it is proven to be the exact opposite (have a look at country that do religious fasting in the middle east, and their cancer rate compared to others). wtf did she smoke, or what is in that cookie to cause this sort of delusion",1685004523.79405,{'NEGATIVE': 0.9184749722480774},miscellaneous
419,"18:6 Intermittent Fasting is really easy to me. I used to be muslim, so that type of fasting without drinking was much harsher to me. Im thankful for that tho.","intermittent fasting is really easy to me. i used to be muslim, so that type of fasting without drinking wa much harsher to me. i am thankful for that though.",1685004523.795931,{'POSITIVE': 0.9145309329032898},miscellaneous
420,i tried the college student fasting technique where you dont eat anything,i tried the college student fasting technique where you do not eat anything,1685004523.797795,{'NEUTRAL': 0.6971097588539124},miscellaneous
421,Great video as always! Educates on the topic and also reminds me how much I hate daytime TV cringefest.,great video a always! educates on the topic and also reminds me how much i hate daytime tv cringefest.,1685004523.799665,{'POSITIVE': 0.4420822560787201},miscellaneous
422,"The big shock for me was that I expected to feel hungry, and that stopped within the first few days. Now 9-months in to daily IF (17-7), I only wish I’d known sooner that it would be so easy. However, I’m about 99% certain that the not-hungry part is because I also went very low carb at the same time. 
My husband and I both lost 20 pounds the first few months, and we both agreed there was nearly zero struggle. It’s inconvenient in terms of dining out and family dinners… I finally got my friends/family to understand we eat dinner *early*. We’re still figuring out how to go out and still do low-carb, but it’s working. 
I also never drank much alcohol, so it was not an issue, but for my husband, he had to adjust to that as even though it’s not an IF restriction, alcohol typically has way too many carbs, and he wanted his daily carb budget to mostly be food.
Just sayin’… there are ways to do IF for which hunger is a non-issue, but it means finding a type of food/diet that takes care of that. I actually have to remind myself to eat before the “window” closes, because I rarely feel hungry. I had not known this was possible before, and struggled my whole life before this trying to resist eating to try to maintain weight.","the big shock for me wa that i expected to feel hungry, and that stopped within the first few days. now 9 month in to daily if (17 7), i only wish i d known sooner that it would be so easy. however, i m about 99% certain that the not hungry part is because i also went very low car at the same time. my husband and i both lost 20 pound the first few months, and we both agreed there wa nearly zero struggle. it s inconvenient in term of dining out and family dinner i finally got my friend family to understand we eat dinner *early*. we re still figuring out how to go out and still do low car, but it s working. i also never drank much alcohol, so it wa not an issue, but for my husband, he had to adjust to that a even though it s not an if restriction, alcohol typically ha way too many cars, and he wanted his daily car budget to mostly be food. just saying there are way to do if for which hunger is a non issue, but it mean finding a type of food diet that take care of that. i actually have to remind myself to eat before the window closes, because i rarely feel hungry. i had not known this wa possible before, and struggled my whole life before this trying to resist eating to try to maintain weight.",1685004523.965442,{'NEUTRAL': 0.5321787595748901},miscellaneous
423,"fasting actually HELPS vs cancer, bcuz it removes and replenishes old/faulty cells to new ones. By now we should know what causes cancer, right? Anyway, let's eat her cookies, im sure they are more beneficial (lmao)","fasting actually help v cancer, but it remove and replenish old faulty cell to new ones. by now we should know what cause cancer, right anyway, let u eat her cookies, i am sure they are more beneficial (lmaz)",1685004524.163815,{'POSITIVE': 0.509253740310669},miscellaneous
424,"im on a intermittent  fasting diet since August last year but being me i break it all the time! lol sometimes i have 2 meals over 10 hours sometimes not fasting at all, but most of the time im in it.
soooooo what i have learn if you wanna lose weight having say only breakfast and not eating anything else will help you lose weight super fast because with 1000 calories you are super full, lunch? you need like 2000-3000, dinner? where is the whole cow! lol now i have noticed that eating a lot in one seating is best than eating less but over a longer period, i know i know it is all do with with calorie intake but....there is something.... to letting the body get rid of shit and not introduce anything new. Since we are 1 in 8 billion, well there may be 8 billion ways that your body works so test it yourself lol","i am on a intermittent fasting diet since august last year but being me i break it all the time! lol sometimes i have 2 meal over 10 hour sometimes not fasting at all, but most of the time i am in it. soo what i have learn if you want to lose weight having say only breakfast and not eating anything else will help you lose weight super fast because with 10 calorie you are super full, lunch you need like 20 30, dinner where is the whole cow! lol now i have noticed that eating a lot in one seating is best than eating le but over a longer period, i know i know it is all do with with calorie intake but.there is something. to letting the body get rid of shit and not introduce anything new. since we are 1 in 8 billion, well there may be 8 billion way that your body work so test it yourself lol",1685004524.537837,{'POSITIVE': 0.5237536430358887},miscellaneous
425,Can’t wait till Matt tries only eating what he hunts/ foraged for 30 days,can t wait till matt try only eating what he hunt forged for 30 day,1685004524.540079,{'NEUTRAL': 0.5188758969306946},miscellaneous
426,Thanks Matt for sharing.I am counting calories but I never tried fasting.  Now I want to try this for myself!! 🍲,thanks matt for sharing.i am counting calorie but i never tried fasting. now i want to try this for myself!,1685004524.542227,{'POSITIVE': 0.7980151772499084},miscellaneous
427,Cool to see Peter Attia here! Reading his book rn,cool to see peter attic here! reading his book right now,1685004524.544259,{'POSITIVE': 0.9828320145606995},others
428,"Muslims, who have been doing this for over a 1000 years....","muslims, who have been doing this for over a 10 years.",1685004524.546222,{'NEGATIVE': 0.5877076983451843},miscellaneous
429,"Jejum intermitente é só mas uma estratégia quando se fala de emagrecimento que feita sem acompanhamento da errado. E  pode levar a um transtorno alimentar e ter efeito rebote.
Sobre saude ja é outro assunto mas o corpo também precisa de nutrientes para o bom funcionamento comida de verdade.",serum intermittent s ma uma start gia undo se fall de emagrecimento que festa sem acompanhamento da estado. e code lever a um transtorno alimentar e ter evento remote. sobre sauce ja outro assent ma o corp tab m precise de nutrient para o bom funcionamento comedy de verdana.,1685004524.548165,{'NEUTRAL': 0.8774158358573914},miscellaneous
430,Intermittent fasting=terrible idea,intermittent fasting terrible idea,1685004524.55174,{'NEGATIVE': 0.9316128492355347},others
431,"Im a week in on OMAD, I FEEL GREAT!","i am a week in on mad, i feel great!",1685004524.553678,{'POSITIVE': 0.980668842792511},miscellaneous
432,"I never imagined I would be able to fast. Did the keto thing two years and fasted 90% of the time. No longer do keto but it did help me drop 80lbs and made me change my ways. Full fat(avocados, nuts) kept me full and to this day I still fast and have maintained that weight off. Processed food messes with your mind","i never imagined i would be able to fast. did the veto thing two year and lasted 90% of the time. no longer do veto but it did help me drop 80lbs and made me change my ways. full fat(avocados, nuts) kept me full and to this day i still fast and have maintained that weight off. processed food mess with your mind",1685004524.555855,{'NEUTRAL': 0.471553772687912},miscellaneous
433,"Matt you should look into caffeine intake. Andrew Huberman recently shared some interesting info on this. Because I like a little cream in my coffee, when I started intermittent fasting I had to delay my morning coffee until 11 am. I found no issues at all with energy fall-off during the day and Huberman's info might explain why.","matt you should look into caffeine intake. andrew superman recently shared some interesting info on this. because i like a little cream in my coffee, when i started intermittent fasting i had to delay my morning coffee until 11 am. i found no issue at all with energy fall off during the day and superman's info might explain why.",1685004524.557948,{'POSITIVE': 0.7991466522216797},miscellaneous
434,"I discovered fasting in 2019, after I was forced to fast for a colonoscopy. I had been dealing with constant side stomach pain. Doctors didn’t know what it was. Many came to the conclusion that it was gas trapped. The day of my colonoscopy I felt a million times better, and the pain was gone. Like magic!!! 
So I came to the conclusion that I had too much crap in me, and my over eating all the time was not giving my bowels time to, we’ll get empty. So the doctors were kind of right. I looked up fasting and came across so much info about intermittent fasting. I at first did 36 hour fast, and ate normal for 2 days, do 18 fast for 4 days and ate normal for 2 days. On and off for 1 1/2. I lost 20 pounds and 2 dress sizes. That surprisingly I kept off, until 4 months ago. When I started stress eating and ignoring my fasting. I’m one dress size up and 10 pound up. Guess who is getting back on the fasting 🐎. My side pain has returned and I know it’s not that I’m dying, it’s that I’m full of 💩 😅🫣","i discovered fasting in 2019, after i wa forced to fast for a colonoscopy. i had been dealing with constant side stomach pain. doctor didn t know what it was. many came to the conclusion that it wa gas trapped. the day of my colonoscopy i felt a million time better, and the pain wa gone. like magic! so i came to the conclusion that i had too much crap in me, and my over eating all the time wa not giving my bowl time to, we ll get empty. so the doctor were kind of right. i looked up fasting and came across so much info about intermittent fasting. i at first did 36 hour fast, and ate normal for 2 days, do 18 fast for 4 day and ate normal for 2 days. on and off for 1 1 2. i lost 20 pound and 2 dress sizes. that surprisingly i kept off, until 4 month ago. when i started stress eating and ignoring my fasting. i m one dress size up and 10 pound up. guess who is getting back on the fasting . my side pain ha returned and i know it s not that i m dying, it s that i m full of",1685004524.56,{'NEUTRAL': 0.49127262830734253},miscellaneous
435,So weird I've just started doing this again after stopping it when I stopped competing in combat sports. I'm aware most of the supposed health benefits have now largely been debunked but it can't be argued that as an exercise in self control it's a very good idea.,so weird i have just started doing this again after stopping it when i stopped competing in combat sports. i am aware most of the supposed health benefit have now largely been debunked but it cannot be argued that a an exercise in self control it is a very good idea.,1685004524.562073,{'NEUTRAL': 0.43928858637809753},miscellaneous
436,"Islam Islam Islam , Live Islam you win win win , here and after but when Muslim Fast its every year for 30 Days but we fast spiritualy for God but also it gives Mental and F Relife ❤❤❤❤","islam islam islam , live islam you win win win , here and after but when muslim fast it every year for 30 day but we fast spiritual for god but also it give mental and f relief",1685004524.564063,{'POSITIVE': 0.5076099038124084},miscellaneous
437,I follow Dr. Berg healthy keto (vegetarian) + IF.  Works well for me.,i follow dr. berg healthy veto (vegetarian) + if. work well for me.,1685004524.565934,{'POSITIVE': 0.8435407876968384},miscellaneous
438,Intermittent fasting...ie  Skipping breakfast.,intermittent fasting.ie skipping breakfast.,1685004524.567801,{'NEUTRAL': 0.7408208250999451},others
439,"Big fan of your videos for the past couple of years, you always amaze us with great content & quality. Keep up your great work👏🏼","big fan of your video for the past couple of years, you always maze u with great content & quality. keep up your great work",1685004524.56961,{'POSITIVE': 0.9873664379119873},miscellaneous
440,"I like to intermittent fast from time to time, like 2 weeks there, 1 week a month later, I feel good when I do it but im my everyday life most of the time I feel like it is more practical for me when I don't because I am also quite active and busy as a student, plus I am not eating after 8pm and 1 hour after waking up anyways (with few exceptions of course).","i like to intermittent fast from time to time, like 2 week there, 1 week a month later, i feel good when i do it but i am my everyday life most of the time i feel like it is more practical for me when i do not because i am also quite active and busy a a student, plus i am not eating after 8pm and 1 hour after waking up anyways (with few exception of course).",1685004524.571485,{'POSITIVE': 0.8114518523216248},miscellaneous
441,You're the best and hardworker 👌💪💪,you are the best and hardworker,1685004524.573416,{'POSITIVE': 0.9599524736404419},miscellaneous
442,Ramadan Mubarak !,armada mubarak !,1685004524.575293,{'NEUTRAL': 0.7596381902694702},miscellaneous
443,Ideas running thin huh...,idea running thin huh.,1685004524.577239,{'NEUTRAL': 0.5623674988746643},others
444,"A quick tips from me. For those whos muslim, they DO fasting a WHOLE MONTH once a year, it more like ""daily"" activities. For those who are nor muslim, try to adjust your meal menus. 

For example, try to fasting for half a day for first. After you cleared it, try from sunrise until night fall (around 6 pm).

When you break fasting, consume water + sweet or fruits 1st. After that, wait 30 min to help your stomach ""stabilize"" 1st, after that you can eat normal meal","a quick tip from me. for those who is muslim, they do fasting a whole month once a year, it more like daily activities. for those who are nor muslim, try to adjust your meal menus. for example, try to fasting for half a day for first. after you cleared it, try from sunrise until night fall (around 6 pm). when you break fasting, consume water + sweet or fruit 1st. after that, wait 30 min to help your stomach stabilize 1st, after that you can eat normal meal",1685004524.933926,{'NEUTRAL': 0.8004369735717773},miscellaneous
445,"Yo Matt, I think you should’ve tried the ramadhan fasting next year together with moslem and include it in your 30 day challenge video. Curious how your perspective around it and would love to hear out what your views on it! Cheers!","yo matt, i think you should ve tried the ramadhan fasting next year together with muslim and include it in your 30 day challenge video. curious how your perspective around it and would love to hear out what your view on it! cheers!",1685004524.936183,{'POSITIVE': 0.8343030214309692},miscellaneous
446,@Matt De Avella..the  most accurate and honest response…@05:55..wtf,att de della.the most accurate and honest response .wtf,1685004524.938164,{'POSITIVE': 0.4832907021045685},others
447,"More fast food in eating window!  😂😂 (the first thoughts of most people when they hear about it)

The main thing is not to eat 2 times more calories than your body needs due to the stress of this diet and the results",more fast food in eating window! (the first thought of most people when they hear about it) the main thing is not to eat 2 time more calorie than your body need due to the stress of this diet and the result,1685004524.940211,{'NEGATIVE': 0.5518194437026978},miscellaneous
448,How about 30 days of eating vegan,how about 30 day of eating vegan,1685004524.942355,{'NEUTRAL': 0.8549730181694031},miscellaneous
449,What's a circadian fast?,what is a circadian fast,1685004524.944241,{'NEUTRAL': 0.723641037940979},interrogative
450,We as Muslims it's easy for us because we fast about 30days in every year for 16 or 18 hours and I can tell u the energy we have during our fast is incredible once we get used to it,we a muslim it is easy for u because we fast about 30days in every year for 16 or 18 hour and i can tell you the energy we have during our fast is incredible once we get used to it,1685004524.946217,{'POSITIVE': 0.8560277223587036},miscellaneous
451,in his book mr panda says  the best is 8/16 hour fasting window is the most optimal because when you go above like matt davella did here you dont going to have much more benifets so you should stick with 8 hours because it is the most benifecel and easier than 6 or 5 hour eating windows,in his book mr panda say the best is 8 16 hour fasting window is the most optimal because when you go above like matt della did here you do not going to have much more benefit so you should stick with 8 hour because it is the most benifecel and easier than 6 or 5 hour eating window,1685004524.948117,{'POSITIVE': 0.6509279012680054},miscellaneous
452,"I've been fasting two months (18/6) and haven't seen drop of energy and I don't drink coffee , but also haven't drop weigh maybe 1 or 2 kg and my goal is 5 kgs ( I'm 87 now) . this month i've started running and done 40 kilometers so far.","i have been fasting two month (18 6) and have not seen drop of energy and i do not drink coffee , but also have not drop weigh maybe 1 or 2 kg and my goal is 5 kg ( i am 87 now) . this month i have started running and done 40 kilometer so far.",1685004524.950018,{'NEUTRAL': 0.6492260098457336},miscellaneous
453,What hours would you usually do Matt?,what hour would you usually do matt,1685004524.952086,{'NEUTRAL': 0.906754195690155},interrogative
454,"This is all good info bro, thanks Matt! 💯💯","this is all good info bro, thanks matt!",1685004524.954142,{'POSITIVE': 0.9833042621612549},others
455,Matt I see a “I tried Andrew Huberman’s Morning routine for 30 days” video in your future,matt i see a i tried andrew superman s morning routine for 30 day video in your future,1685004524.956076,{'NEUTRAL': 0.8163675665855408},miscellaneous
456,"I was unknowingly intermittently fasting for years, just because of when I got hungry. In my teens mom used to get so mad at me for not eating breakfast (even though she didn't either lol), but I just wasn't hungry in the morning. And I still don't get hungry in the morning, so I only eat lunch and dinner. I feel fine and I'm healthy, according to my doc, so why change? Different things work for different ppl, so I'm glad I've found what works for me","i wa unknowingly intermittently fasting for years, just because of when i got hungry. in my teen mom used to get so mad at me for not eating breakfast (even though she did not either lol), but i just wa not hungry in the morning. and i still do not get hungry in the morning, so i only eat lunch and dinner. i feel fine and i am healthy, according to my doc, so why change different thing work for different people, so i am glad i have found what work for me",1685004524.957883,{'POSITIVE': 0.7964397072792053},miscellaneous
457,I will try intermittent fasting in June. Wish me good luck.,i will try intermittent fasting in june. wish me good luck.,1685004524.959759,{'POSITIVE': 0.9308046698570251},miscellaneous
458,It’s really harmful to your stomach to drink coffee on an empty stomach that’s why I stopped intermittent fasting previously,it s really harmful to your stomach to drink coffee on an empty stomach that s why i stopped intermittent fasting previously,1685004524.961845,{'NEGATIVE': 0.9665629863739014},miscellaneous
459,"The mistake people make is HOW they break their fast. Don't break it with fast food, burgers and fries, pancakes loaded with sugar or any of that. You spike your insulin, it all turns to fat and will be a waste of time. Eating a protein shake with sushi rolls totally ruined the point of a fast if your trying to rid your body of visceral fat. You must break it with high protein, high fiber snacks like a 4oz piece of tempeh or chicken. An avocado or two eggs. One handful or almonds. A scoop of protein powder is my favorite way to do it. Really small snack first and then let your body digest that, open of the metabolism and now you can eat regularly after 1 hour from breaking that fast. This is what actually worked for me without ruining the results. After two years, this is the only way I fast with great results of actually getting a six pack.","the mistake people make is how they break their fast. do not break it with fast food, burger and fries, pancake loaded with sugar or any of that. you spike your insulin, it all turn to fat and will be a waste of time. eating a protein shake with sushi roll totally ruined the point of a fast if your trying to rid your body of visceral fat. you must break it with high protein, high fiber snack like a 4oz piece of temper or chicken. an avocado or two eggs. one handful or almond. a scoop of protein powder is my favorite way to do it. really small snack first and then let your body digest that, open of the metabolism and now you can eat regularly after 1 hour from breaking that fast. this is what actually worked for me without ruining the results. after two years, this is the only way i fast with great result of actually getting a six pack.",1685004524.963909,{'POSITIVE': 0.4417445659637451},miscellaneous
460,"Like you mentioned, it's personal preference and how it works for you. I've tried Intermittent fasting and I just couldn't even train. Started eating 4 or 6 times a day, and I've never felt better, less tired and way stronger. We're all different and things work differently. Great vid!","like you mentioned, it is personal preference and how it work for you. i have tried intermittent fasting and i just could not even train. started eating 4 or 6 time a day, and i have never felt better, le tired and way stronger. we are all different and thing work differently. great vid!",1685004524.965845,{'POSITIVE': 0.8744819760322571},miscellaneous
461,"What interests me about pretty much any diet that isn't directly advertizing ""reduce caloric intake"" is that the side effect of the diet is reduced caloric intake. It turns out restricting what you can eat and when has a side effect of reducing caloric intake. It's also relevant in my opinion that calories are a measure of energy, so as long as you are at a calorie deficit you are guaranteed to lose weight, that's just how it works","what interest me about pretty much any diet that is not directly advertising reduce calorie intake is that the side effect of the diet is reduced calorie intake. it turn out restricting what you can eat and when ha a side effect of reducing calorie intake. it is also relevant in my opinion that calorie are a measure of energy, so a long a you are at a calorie deficit you are guaranteed to lose weight, that is just how it work",1685004524.967649,{'NEUTRAL': 0.6786692142486572},miscellaneous
462,"I’m doing intermittent fasting for 1,5 years now and haven’t skipped a day (started after reading Satchin Panda’s book). For now seems like the best decision of my life.","i m doing intermittent fasting for 1,5 year now and haven t skipped a day (started after reading watching panda s book). for now seems like the best decision of my life.",1685004524.969453,{'POSITIVE': 0.9773432016372681},miscellaneous
463,"Yeah, Matt, did you actually say ""What the fuck“ and “Shit“ and get away with it without being demonetized ? How did you manage that trick without Youtube crashing down on you ?","yeah, matt, did you actually say what the fuck and shit and get away with it without being demonetized how did you manage that trick without youtube crashing down on you",1685004524.971417,{'NEGATIVE': 0.8211454153060913},miscellaneous
464,Fellow Indonesian watching Matt!,fellow indonesian watching matt!,1686041325.158346,{'NEUTRAL': 0.6852454543113708},others
465,Dry fasting has a lot more benefits as well,dry fasting ha a lot more benefit a well,1685004525.413177,{'POSITIVE': 0.7279001474380493},miscellaneous
466,I have spent some time in the desert and it is EXTREMELY dangerous when the muslims are fasting. I dont think you guys handle it as well as you claim.,i have spent some time in the desert and it is extremely dangerous when the muslim are fasting. i do not think you guy handle it a well a you claim.,1685004525.415269,{'NEGATIVE': 0.9499953389167786},miscellaneous
467,"​ @Top Secret Guy Human body is capable of handling a little ""extreme"" and you'd be surprised by what the body is capable of after it survives those ""extreme"" conditions. Heck humans did far more extreme things other than not eating and drinking for a certain period of time.",op secret guy human body is capable of handling a little extreme and you would be surprised by what the body is capable of after it survives those extreme conditions. heck human did far more extreme thing other than not eating and drinking for a certain period of time.,1685004525.417148,{'NEUTRAL': 0.5725910067558289},miscellaneous
468,"As an exmuslim who used to fast, no, it is not easy. Especially the way it's done. You're not supposed eat 3 meals worth as soon as the sun goes down. And you're not supposed to not drink any water. Yes, all muslims do that. And yes, it's unhealthy","a an muslim who used to fast, no, it is not easy. especially the way it is done. you are not supposed eat 3 meal worth a soon a the sun go down. and you are not supposed to not drink any water. yes, all muslim do that. and yes, it is unhealthy",1685004525.419146,{'NEGATIVE': 0.9064618349075317},miscellaneous
469,​ @Top Secret Guy  also it is for a month and not a whole year and there are lot of psychological benefits as well,op secret guy also it is for a month and not a whole year and there are lot of psychological benefit a well,1685090925.421162,{'POSITIVE': 0.7682622671127319},miscellaneous
470, @Top Secret Guy  bruh ive done it since i was a kid. And we do handle it with ease. People use to go to war while fasting when they were being attacked in the desserts back in the day,op secret guy brush i have done it since i wa a kid. and we do handle it with ease. people use to go to war while fasting when they were being attacked in the dessert back in the day,1685090925.42325,{'NEUTRAL': 0.6442657709121704},miscellaneous
471,"Yeah, but only for 30 days. Now do it the whole year.","yeah, but only for 30 days. now do it the whole year.",1685090925.425237,{'NEUTRAL': 0.657566249370575},miscellaneous
472, @soundscape26  youre asking me that as if you know me.. i could if i wanted to.,landscape26 you are asking me that a if you know me. i could if i wanted to.,1685090925.427204,{'NEUTRAL': 0.7261660695075989},miscellaneous
473," @Top Secret Guy  It's a detail. Human capabilities differ, and you are not used to living in the desert. Likewise, when one of us travels to Europe, he wonders how they can bear this extreme cold. Another matter.. It is allowed in Islam for those who are unable to fast (determined by the doctor and the ability of the person or old age or the pregnant woman if there is fear for her fetus or the sick with a chronic disease) and for those who are on a journey to break the fast or not fast at all.","op secret guy it is a detail. human capability differ, and you are not used to living in the desert. likewise, when one of u travel to europe, he wonder how they can bear this extreme cold. another matter. it is allowed in islam for those who are unable to fast (determined by the doctor and the ability of the person or old age or the pregnant woman if there is fear for her fetus or the sick with a chronic disease) and for those who are on a journey to break the fast or not fast at all.",1685090925.4291,{'NEGATIVE': 0.5503047108650208},miscellaneous
474, @4shadow  It was not specifically for you but anyway...,shadow it wa not specifically for you but anyway.,1685090925.430955,{'NEUTRAL': 0.7599055767059326},miscellaneous
475," @4shadow  just cos you can do it, doesn't mean it's healthy. I can jump off a building, that doesn't mean I'll survive.","shadow just co you can do it, doe not mean it is healthy. i can jump off a building, that doe not mean i will survive.",1685090925.721634,{'NEGATIVE': 0.5002989768981934},miscellaneous
476, @Pajama Sam  what stupid reasoning 🤦‍♂️ humans use to go 2 or more days without food when our ancestors lived in caves,jama sam what stupid reasoning human use to go 2 or more day without food when our ancestor lived in cave,1685090925.723963,{'NEGATIVE': 0.8986824154853821},miscellaneous
477, @4shadow  food isn't water lol.,shadow food is not water lol.,1685090925.726058,{'NEUTRAL': 0.6020101308822632},miscellaneous
478, @soundscape26  i assume you meant those poor people with no food right? Because they do it all year round,landscape26 i assume you meant those poor people with no food right because they do it all year round,1685090925.728002,{'NEGATIVE': 0.714975893497467},miscellaneous
479," @4shadow  You are not making any sense. You said ""you're asking me"" when my first comment was not even aimed at you. All of a sudden you turn this into a poverty discussion?",shadow you are not making any sense. you said you are asking me when my first comment wa not even aimed at you. all of a sudden you turn this into a poverty discussion,1685090925.729937,{'NEGATIVE': 0.8127975463867188},miscellaneous
480, @soundscape26  you said it wasnt ‘specifically for me’ you are literally arguing for the sake of it,landscape26 you said it wa not specifically for me you are literally arguing for the sake of it,1685090925.731958,{'NEUTRAL': 0.5361555218696594},miscellaneous
481, @Pajama Sam  world hunger suddenly doesnt exist?,jama sam world hunger suddenly doe not exist,1685090925.733921,{'NEGATIVE': 0.6005021333694458},miscellaneous
482," @4shadow  If it were for you I would have tagged you like I'm tagging now. That's how YouTube comments work.
My comment was for the OP, it's his thread.","shadow if it were for you i would have tagged you like i am tagging now. that is how youtube comment work. my comment wa for the op, it is his thread.",1685090925.73586,{'NEUTRAL': 0.7431463599205017},miscellaneous
483, @soundscape26  youre like a fly who just doesnt stop pestering,landscape26 you are like a fly who just doe not stop entering,1685090925.737784,{'NEUTRAL': 0.6289853453636169},miscellaneous
484, @4shadow  Why don't you shut up as well?,shadow why do not you shut up a well,1685090925.739734,{'NEGATIVE': 0.6331079602241516},miscellaneous
485, @soundscape26  it is forbidden to do it for the whole year,landscape26 it is forbidden to do it for the whole year,1685090925.741784,{'NEGATIVE': 0.6707180738449097},miscellaneous
486,"​ @Top Secret Guy  Hi,
I have fasted for over 30 years in ramadan and it's been without incident and I'm not on any medication. I also do optional fasts now and again.
 Obviously I'm cautious in hot weather keep cool and have plenty fluids in the evening/ early morning and I would not do cardio while fasting .it's been absolutely fine. If however people are old  sick, on medication, pregnant or very young they are exempt.","op secret guy hi, i have lasted for over 30 year in armada and it is been without incident and i am not on any medication. i also do optional fact now and again. obviously i am cautious in hot weather keep cool and have plenty fluid in the evening early morning and i would not do radio while fasting .it is been absolutely fine. if however people are old sick, on medication, pregnant or very young they are exempt.",1685090925.74373,{'POSITIVE': 0.6538904905319214},miscellaneous
487,"People who don't drink enough water every day are at greater risk of kidney stones, problems with their heart valves, fatique and some kinds of cancer. Even minor dehydration can affect physical and mental performance, the body requires a lot of water to maintain an internal temperature balance, keep cells alive, producing hormones and other human fluids.","people who do not drink enough water every day are at greater risk of kidney stones, problem with their heart valves, fatigue and some kind of cancer. even minor dehydration can affect physical and mental performance, the body requires a lot of water to maintain an internal temperature balance, keep cell alive, producing hormone and other human fluids.",1685177325.745613,{'NEGATIVE': 0.8654103875160217},miscellaneous
488, @Richard Dawkins  we drink enough water and eat before the sunrise so as we can have enough energy to spend the whole day fasting,richard hawkins we drink enough water and eat before the sunrise so a we can have enough energy to spend the whole day fasting,1685177325.747535,{'NEUTRAL': 0.5687227845191956},miscellaneous
489, @Top Secret Guy  it was dangerous to you since you are not used to such a weather but those who live there  they can handle it easily,op secret guy it wa dangerous to you since you are not used to such a weather but those who live there they can handle it easily,1685177325.749697,{'NEGATIVE': 0.5084251165390015},miscellaneous
490," @Idk  thats useless, every excessive water that you drink before sunrise will be drained immediately.","dk that is useless, every excessive water that you drink before sunrise will be drained immediately.",1685177325.751781,{'NEGATIVE': 0.9447602033615112},miscellaneous
491," @Richard Dawkins   people who are at risky of developing any of these conditions are not allowed to fast or can stop fasting
You have to really get your information from the authentic resources about islam and Ramadan",richard hawkins people who are at risky of developing any of these condition are not allowed to fast or can stop fasting you have to really get your information from the authentic resource about islam and armada,1685177325.753734,{'NEGATIVE': 0.6119797229766846},miscellaneous
492," @Richard Dawkins  you can get on the right path, keep researching from the authentic resources
Don't give up
I am with you 💪","richard hawkins you can get on the right path, keep researching from the authentic resource do not give up i am with you",1685177325.755688,{'POSITIVE': 0.844504177570343},miscellaneous
493," @Pajama Sam  there isn't any proof of it being bad, it makes you live longer by allowing your body to go through autophagy. Skipping 1 meal wont kill you. Also water isnt an issue because u just split the water in the morning and the evening.","jama sam there is not any proof of it being bad, it make you live longer by allowing your body to go through autophagy. skipping 1 meal will not kill you. also water is not an issue because you just split the water in the morning and the evening.",1685263725.757727,{'POSITIVE': 0.5762798190116882},miscellaneous
494, @Richard Dawkins  thats only true if you arent dry fasting because it assumes you are eating normally but drinking less than you need to,richard hawkins that is only true if you are not dry fasting because it assumes you are eating normally but drinking le than you need to,1685263725.762548,{'NEUTRAL': 0.646359920501709},miscellaneous
495," @Richard Dawkins  "" thats useless, every excessive water that you drink before sunrise will be drained immediately."" yeah thats the key, excessive, who said we are drinking excessive, even the scientists say that the recommended drinking amount isnt the myth of 8 glasses, but depending on the person. Secondly, water doesnt just instantly disappear out of the body just because you are fasting, otherwise you would be peeing gallons of water straight away. Urine is emptied in intervals of around a glass, and you would have to assume they sweated and exhaled vapor in quantities of litres of water which is insane.","richard hawkins that is useless, every excessive water that you drink before sunrise will be drained immediately. yeah that is the key, excessive, who said we are drinking excessive, even the scientist say that the recommended drinking amount is not the myth of 8 glasses, but depending on the person. secondly, water doe not just instantly disappear out of the body just because you are fasting, otherwise you would be seeing gallon of water straight away. urine is emptied in interval of around a glass, and you would have to assume they seated and exiled vapor in quantity of litre of water which is insane.",1685263725.7645,{'NEGATIVE': 0.5900757908821106},miscellaneous
496," @Richard Dawkins  this way of living was common for people in the past and they lived fine without developing kidney stones or cancer, cancer became common when we introduced alcohol, smoking and abundance of food in every store in the northern hemisphere.","richard hawkins this way of living wa common for people in the past and they lived fine without developing kidney stone or cancer, cancer became common when we introduced alcohol, smoking and abundance of food in every store in the northern hemisphere.",1685263725.766438,{'NEUTRAL': 0.4571431577205658},miscellaneous
497,"I always thought that it was FASTING for 30 days, not intermittent fasting for 30 days... Makes it sound way less intimidating","i always thought that it wa fasting for 30 days, not intermittent fasting for 30 days. make it sound way le intimidating",1685263725.768366,{'NEGATIVE': 0.5159146785736084},miscellaneous
