,Unnamed: 0,original,pre_processed_text,time_parsed,sentiments,predictions
452,452,"I've been fasting two months (18/6) and haven't seen drop of energy and I don't drink coffee , but also haven't drop weigh maybe 1 or 2 kg and my goal is 5 kgs ( I'm 87 now) . this month i've started running and done 40 kilometers so far.","i have been fasting two month (18 6) and have not seen drop of energy and i do not drink coffee , but also have not drop weigh maybe 1 or 2 kg and my goal is 5 kg ( i am 87 now) . this month i have started running and done 40 kilometer so far.",1685004524.950018,Neutral,miscellaneous
453,453,What hours would you usually do Matt?,what hour would you usually do matt,1685004524.952086,Neutral,interrogative
454,454,"This is all good info bro, thanks Matt! 💯💯","this is all good info bro, thanks matt!",1685004524.954142,Positive,others
455,455,Matt I see a “I tried Andrew Huberman’s Morning routine for 30 days” video in your future,matt i see a i tried andrew superman s morning routine for 30 day video in your future,1685004524.956076,Neutral,miscellaneous
456,456,"I was unknowingly intermittently fasting for years, just because of when I got hungry. In my teens mom used to get so mad at me for not eating breakfast (even though she didn't either lol), but I just wasn't hungry in the morning. And I still don't get hungry in the morning, so I only eat lunch and dinner. I feel fine and I'm healthy, according to my doc, so why change? Different things work for different ppl, so I'm glad I've found what works for me","i wa unknowingly intermittently fasting for years, just because of when i got hungry. in my teen mom used to get so mad at me for not eating breakfast (even though she did not either lol), but i just wa not hungry in the morning. and i still do not get hungry in the morning, so i only eat lunch and dinner. i feel fine and i am healthy, according to my doc, so why change different thing work for different people, so i am glad i have found what work for me",1685004524.957883,Positive,miscellaneous
457,457,I will try intermittent fasting in June. Wish me good luck.,i will try intermittent fasting in june. wish me good luck.,1685004524.959759,Positive,miscellaneous
458,458,It’s really harmful to your stomach to drink coffee on an empty stomach that’s why I stopped intermittent fasting previously,it s really harmful to your stomach to drink coffee on an empty stomach that s why i stopped intermittent fasting previously,1685004524.961845,Negative,miscellaneous
459,459,"The mistake people make is HOW they break their fast. Don't break it with fast food, burgers and fries, pancakes loaded with sugar or any of that. You spike your insulin, it all turns to fat and will be a waste of time. Eating a protein shake with sushi rolls totally ruined the point of a fast if your trying to rid your body of visceral fat. You must break it with high protein, high fiber snacks like a 4oz piece of tempeh or chicken. An avocado or two eggs. One handful or almonds. A scoop of protein powder is my favorite way to do it. Really small snack first and then let your body digest that, open of the metabolism and now you can eat regularly after 1 hour from breaking that fast. This is what actually worked for me without ruining the results. After two years, this is the only way I fast with great results of actually getting a six pack.","the mistake people make is how they break their fast. do not break it with fast food, burger and fries, pancake loaded with sugar or any of that. you spike your insulin, it all turn to fat and will be a waste of time. eating a protein shake with sushi roll totally ruined the point of a fast if your trying to rid your body of visceral fat. you must break it with high protein, high fiber snack like a 4oz piece of temper or chicken. an avocado or two eggs. one handful or almond. a scoop of protein powder is my favorite way to do it. really small snack first and then let your body digest that, open of the metabolism and now you can eat regularly after 1 hour from breaking that fast. this is what actually worked for me without ruining the results. after two years, this is the only way i fast with great result of actually getting a six pack.",1685004524.963909,Positive,miscellaneous
460,460,"Like you mentioned, it's personal preference and how it works for you. I've tried Intermittent fasting and I just couldn't even train. Started eating 4 or 6 times a day, and I've never felt better, less tired and way stronger. We're all different and things work differently. Great vid!","like you mentioned, it is personal preference and how it work for you. i have tried intermittent fasting and i just could not even train. started eating 4 or 6 time a day, and i have never felt better, le tired and way stronger. we are all different and thing work differently. great vid!",1685004524.965845,Positive,miscellaneous
461,461,"What interests me about pretty much any diet that isn't directly advertizing ""reduce caloric intake"" is that the side effect of the diet is reduced caloric intake. It turns out restricting what you can eat and when has a side effect of reducing caloric intake. It's also relevant in my opinion that calories are a measure of energy, so as long as you are at a calorie deficit you are guaranteed to lose weight, that's just how it works","what interest me about pretty much any diet that is not directly advertising reduce calorie intake is that the side effect of the diet is reduced calorie intake. it turn out restricting what you can eat and when ha a side effect of reducing calorie intake. it is also relevant in my opinion that calorie are a measure of energy, so a long a you are at a calorie deficit you are guaranteed to lose weight, that is just how it work",1685004524.967649,Neutral,miscellaneous
462,462,"I’m doing intermittent fasting for 1,5 years now and haven’t skipped a day (started after reading Satchin Panda’s book). For now seems like the best decision of my life.","i m doing intermittent fasting for 1,5 year now and haven t skipped a day (started after reading watching panda s book). for now seems like the best decision of my life.",1685004524.969453,Positive,miscellaneous
463,463,"Yeah, Matt, did you actually say ""What the fuck“ and “Shit“ and get away with it without being demonetized ? How did you manage that trick without Youtube crashing down on you ?","yeah, matt, did you actually say what the fuck and shit and get away with it without being demonetized how did you manage that trick without youtube crashing down on you",1685004524.971417,Negative,miscellaneous
464,464,Fellow Indonesian watching Matt!,fellow indonesian watching matt!,1686041325.158346,Neutral,others
465,465,Dry fasting has a lot more benefits as well,dry fasting ha a lot more benefit a well,1685004525.413177,Positive,miscellaneous
466,466,I have spent some time in the desert and it is EXTREMELY dangerous when the muslims are fasting. I dont think you guys handle it as well as you claim.,i have spent some time in the desert and it is extremely dangerous when the muslim are fasting. i do not think you guy handle it a well a you claim.,1685004525.415269,Negative,miscellaneous
467,467,"​ @Top Secret Guy Human body is capable of handling a little ""extreme"" and you'd be surprised by what the body is capable of after it survives those ""extreme"" conditions. Heck humans did far more extreme things other than not eating and drinking for a certain period of time.",op secret guy human body is capable of handling a little extreme and you would be surprised by what the body is capable of after it survives those extreme conditions. heck human did far more extreme thing other than not eating and drinking for a certain period of time.,1685004525.417148,Neutral,miscellaneous
468,468,"As an exmuslim who used to fast, no, it is not easy. Especially the way it's done. You're not supposed eat 3 meals worth as soon as the sun goes down. And you're not supposed to not drink any water. Yes, all muslims do that. And yes, it's unhealthy","a an muslim who used to fast, no, it is not easy. especially the way it is done. you are not supposed eat 3 meal worth a soon a the sun go down. and you are not supposed to not drink any water. yes, all muslim do that. and yes, it is unhealthy",1685004525.419146,Negative,miscellaneous
469,469,​ @Top Secret Guy  also it is for a month and not a whole year and there are lot of psychological benefits as well,op secret guy also it is for a month and not a whole year and there are lot of psychological benefit a well,1685090925.421162,Positive,miscellaneous
470,470, @Top Secret Guy  bruh ive done it since i was a kid. And we do handle it with ease. People use to go to war while fasting when they were being attacked in the desserts back in the day,op secret guy brush i have done it since i wa a kid. and we do handle it with ease. people use to go to war while fasting when they were being attacked in the dessert back in the day,1685090925.42325,Neutral,miscellaneous
471,471,"Yeah, but only for 30 days. Now do it the whole year.","yeah, but only for 30 days. now do it the whole year.",1685090925.425237,Neutral,miscellaneous
472,472, @soundscape26  youre asking me that as if you know me.. i could if i wanted to.,landscape26 you are asking me that a if you know me. i could if i wanted to.,1685090925.427204,Neutral,miscellaneous
473,473," @Top Secret Guy  It's a detail. Human capabilities differ, and you are not used to living in the desert. Likewise, when one of us travels to Europe, he wonders how they can bear this extreme cold. Another matter.. It is allowed in Islam for those who are unable to fast (determined by the doctor and the ability of the person or old age or the pregnant woman if there is fear for her fetus or the sick with a chronic disease) and for those who are on a journey to break the fast or not fast at all.","op secret guy it is a detail. human capability differ, and you are not used to living in the desert. likewise, when one of u travel to europe, he wonder how they can bear this extreme cold. another matter. it is allowed in islam for those who are unable to fast (determined by the doctor and the ability of the person or old age or the pregnant woman if there is fear for her fetus or the sick with a chronic disease) and for those who are on a journey to break the fast or not fast at all.",1685090925.4291,Negative,miscellaneous
474,474, @4shadow  It was not specifically for you but anyway...,shadow it wa not specifically for you but anyway.,1685090925.430955,Neutral,miscellaneous
475,475," @4shadow  just cos you can do it, doesn't mean it's healthy. I can jump off a building, that doesn't mean I'll survive.","shadow just co you can do it, doe not mean it is healthy. i can jump off a building, that doe not mean i will survive.",1685090925.721634,Negative,miscellaneous
476,476, @Pajama Sam  what stupid reasoning 🤦‍♂️ humans use to go 2 or more days without food when our ancestors lived in caves,jama sam what stupid reasoning human use to go 2 or more day without food when our ancestor lived in cave,1685090925.723963,Negative,miscellaneous
477,477, @4shadow  food isn't water lol.,shadow food is not water lol.,1685090925.726058,Neutral,miscellaneous
478,478, @soundscape26  i assume you meant those poor people with no food right? Because they do it all year round,landscape26 i assume you meant those poor people with no food right because they do it all year round,1685090925.728002,Negative,miscellaneous
479,479," @4shadow  You are not making any sense. You said ""you're asking me"" when my first comment was not even aimed at you. All of a sudden you turn this into a poverty discussion?",shadow you are not making any sense. you said you are asking me when my first comment wa not even aimed at you. all of a sudden you turn this into a poverty discussion,1685090925.729937,Negative,miscellaneous
480,480, @soundscape26  you said it wasnt ‘specifically for me’ you are literally arguing for the sake of it,landscape26 you said it wa not specifically for me you are literally arguing for the sake of it,1685090925.731958,Neutral,miscellaneous
481,481, @Pajama Sam  world hunger suddenly doesnt exist?,jama sam world hunger suddenly doe not exist,1685090925.733921,Negative,miscellaneous
482,482," @4shadow  If it were for you I would have tagged you like I'm tagging now. That's how YouTube comments work.
My comment was for the OP, it's his thread.","shadow if it were for you i would have tagged you like i am tagging now. that is how youtube comment work. my comment wa for the op, it is his thread.",1685090925.73586,Neutral,miscellaneous
483,483, @soundscape26  youre like a fly who just doesnt stop pestering,landscape26 you are like a fly who just doe not stop entering,1685090925.737784,Neutral,miscellaneous
484,484, @4shadow  Why don't you shut up as well?,shadow why do not you shut up a well,1685090925.739734,Negative,miscellaneous
485,485, @soundscape26  it is forbidden to do it for the whole year,landscape26 it is forbidden to do it for the whole year,1685090925.741784,Negative,miscellaneous
486,486,"​ @Top Secret Guy  Hi,
I have fasted for over 30 years in ramadan and it's been without incident and I'm not on any medication. I also do optional fasts now and again.
 Obviously I'm cautious in hot weather keep cool and have plenty fluids in the evening/ early morning and I would not do cardio while fasting .it's been absolutely fine. If however people are old  sick, on medication, pregnant or very young they are exempt.","op secret guy hi, i have lasted for over 30 year in armada and it is been without incident and i am not on any medication. i also do optional fact now and again. obviously i am cautious in hot weather keep cool and have plenty fluid in the evening early morning and i would not do radio while fasting .it is been absolutely fine. if however people are old sick, on medication, pregnant or very young they are exempt.",1685090925.74373,Positive,miscellaneous
487,487,"People who don't drink enough water every day are at greater risk of kidney stones, problems with their heart valves, fatique and some kinds of cancer. Even minor dehydration can affect physical and mental performance, the body requires a lot of water to maintain an internal temperature balance, keep cells alive, producing hormones and other human fluids.","people who do not drink enough water every day are at greater risk of kidney stones, problem with their heart valves, fatigue and some kind of cancer. even minor dehydration can affect physical and mental performance, the body requires a lot of water to maintain an internal temperature balance, keep cell alive, producing hormone and other human fluids.",1685177325.745613,Negative,miscellaneous
488,488, @Richard Dawkins  we drink enough water and eat before the sunrise so as we can have enough energy to spend the whole day fasting,richard hawkins we drink enough water and eat before the sunrise so a we can have enough energy to spend the whole day fasting,1685177325.747535,Neutral,miscellaneous
489,489, @Top Secret Guy  it was dangerous to you since you are not used to such a weather but those who live there  they can handle it easily,op secret guy it wa dangerous to you since you are not used to such a weather but those who live there they can handle it easily,1685177325.749697,Negative,miscellaneous
490,490," @Idk  thats useless, every excessive water that you drink before sunrise will be drained immediately.","dk that is useless, every excessive water that you drink before sunrise will be drained immediately.",1685177325.751781,Negative,miscellaneous
491,491," @Richard Dawkins   people who are at risky of developing any of these conditions are not allowed to fast or can stop fasting
You have to really get your information from the authentic resources about islam and Ramadan",richard hawkins people who are at risky of developing any of these condition are not allowed to fast or can stop fasting you have to really get your information from the authentic resource about islam and armada,1685177325.753734,Negative,miscellaneous
492,492," @Richard Dawkins  you can get on the right path, keep researching from the authentic resources
Don't give up
I am with you 💪","richard hawkins you can get on the right path, keep researching from the authentic resource do not give up i am with you",1685177325.755688,Positive,miscellaneous
493,493," @Pajama Sam  there isn't any proof of it being bad, it makes you live longer by allowing your body to go through autophagy. Skipping 1 meal wont kill you. Also water isnt an issue because u just split the water in the morning and the evening.","jama sam there is not any proof of it being bad, it make you live longer by allowing your body to go through autophagy. skipping 1 meal will not kill you. also water is not an issue because you just split the water in the morning and the evening.",1685263725.757727,Positive,miscellaneous
494,494, @Richard Dawkins  thats only true if you arent dry fasting because it assumes you are eating normally but drinking less than you need to,richard hawkins that is only true if you are not dry fasting because it assumes you are eating normally but drinking le than you need to,1685263725.762548,Neutral,miscellaneous
495,495," @Richard Dawkins  "" thats useless, every excessive water that you drink before sunrise will be drained immediately."" yeah thats the key, excessive, who said we are drinking excessive, even the scientists say that the recommended drinking amount isnt the myth of 8 glasses, but depending on the person. Secondly, water doesnt just instantly disappear out of the body just because you are fasting, otherwise you would be peeing gallons of water straight away. Urine is emptied in intervals of around a glass, and you would have to assume they sweated and exhaled vapor in quantities of litres of water which is insane.","richard hawkins that is useless, every excessive water that you drink before sunrise will be drained immediately. yeah that is the key, excessive, who said we are drinking excessive, even the scientist say that the recommended drinking amount is not the myth of 8 glasses, but depending on the person. secondly, water doe not just instantly disappear out of the body just because you are fasting, otherwise you would be seeing gallon of water straight away. urine is emptied in interval of around a glass, and you would have to assume they seated and exiled vapor in quantity of litre of water which is insane.",1685263725.7645,Negative,miscellaneous
496,496," @Richard Dawkins  this way of living was common for people in the past and they lived fine without developing kidney stones or cancer, cancer became common when we introduced alcohol, smoking and abundance of food in every store in the northern hemisphere.","richard hawkins this way of living wa common for people in the past and they lived fine without developing kidney stone or cancer, cancer became common when we introduced alcohol, smoking and abundance of food in every store in the northern hemisphere.",1685263725.766438,Neutral,miscellaneous
497,497,"I always thought that it was FASTING for 30 days, not intermittent fasting for 30 days... Makes it sound way less intimidating","i always thought that it wa fasting for 30 days, not intermittent fasting for 30 days. make it sound way le intimidating",1685263725.768366,Negative,miscellaneous
498,498," @4shadow  I have been on a 20/4 IF routine for 3 yrs, as well as a 48 hr fast every weekend for 2 yrs,so no it wouldn't surprise me.","shadow i have been on a 20 4 if routine for 3 yrs, a well a a 48 hr fast every weekend for 2 yrs,so no it would not surprise me.",1685263725.770285,Neutral,miscellaneous
499,499, @Idk  you dont get it. it was dangerous because when the muslims are fasting they get very testy  and extremely violent. bombings and beheadings all over the place.,dk you do not get it. it wa dangerous because when the muslim are fasting they get very test and extremely violent. bombing and beheading all over the place.,1685263725.772246,Negative,miscellaneous
500,500,"Not really, you all eat at dawn till the sunrise like crazy then go to fucking sleep after a meal which increases your heart rate.
In addition to your fucked up sleeping schedule..you sleep after suhur like at 3am for 2 -3 hours before work/school and go about the day with no WATER.. it's a disaster.","not really, you all eat at dawn till the sunrise like crazy then go to fucking sleep after a meal which increase your heart rate. in addition to your sucked up sleeping schedule.you sleep after sur like at 3am for 2 3 hour before work school and go about the day with no water. it is a disaster.",1685350125.774197,Negative,miscellaneous
501,501,​ @Smart Investor  LMAO ABSOLUTELY NOT,mart investor lmaz absolutely not,1685350125.776109,Negative,others
502,502,As long as you know you didn’t invent fasting though. You lot seem to think you did and think you own fasting or something lol,a long a you know you didn t invent fasting though. you lot seem to think you did and think you own fasting or something lol,1685436525.777926,Neutral,miscellaneous
503,503,Which part of the Muslim world do you live in that the sun is in th sky for 16-18 hours per day?,which part of the muslim world do you live in that the sun is in th sky for 16 18 hour per day,1685868525.779874,Neutral,miscellaneous
504,504,"​ @Jimmy  Gulf states, Albania (I guess), Bosnia","jimmy gulf states, albania (i guess), bosnia",1686041325.781871,Neutral,miscellaneous
505,505,"​ @TwiceVelvet V  It's the fault of most people that misintepret what opening and closing are. They should be done with little food, as the prophet said.","wicevelvet v it is the fault of most people that misintepret what opening and closing are. they should be done with little food, a the prophet said.",1686041325.78384,Negative,miscellaneous
506,506,i used to do intermittent fasting too and ended up having binge eating disorder which took me years to recover. now i eat 4-6 meals between the days and i’m so much happier :)),i used to do intermittent fasting too and ended up having binge eating disorder which took me year to recover. now i eat 4 6 meal between the day and i m so much happier :),1685004525.952253,Positive,miscellaneous
507,507,I realized that I trained better faster. So my morning workouts I would train faster after not eating for 12 hours and still wouldn’t eat until around 12pm. I discovered this by accident,i realized that i trained better faster. so my morning workout i would train faster after not eating for 12 hour and still wouldn t eat until around 12pm. i discovered this by accident,1685263725.954487,Positive,miscellaneous
508,508,"Thermodynamically you're correct, the fly in your ointment is that your basal metabolic rate is not a fixed number. If you undereat consistently, your body will start turning down your metabolic processes to match the incoming energy. That's why most calorie restrictors have initial weight loss, followed by a plateau, followed by increasing misery, followed by a regain of the weight they lost. It has been documented many times.","thermodynamically you are correct, the fly in your intent is that your basal metabolic rate is not a fixed number. if you underwent consistently, your body will start turning down your metabolic process to match the incoming energy. that is why most calorie restriction have initial weight loss, followed by a plateau, followed by increasing misery, followed by a regain of the weight they lost. it ha been documented many times.",1685004526.146693,Neutral,miscellaneous
509,509,"Anyone doing it correctly is eating appropriately, getting in their right macros. Those who treat it like a fad likely do not know what they are doing and will regain any weight lost when they stop. If you do it correctly you will be at your right weight as well as the benefits like autophagy and being metabolically healthy. Eating in a time restricted way isn't so much about restricting calories though as it is about not binging all day long and stimulating your digestive and metabolic systems.","anyone doing it correctly is eating appropriately, getting in their right macros. those who treat it like a fad likely do not know what they are doing and will regain any weight lost when they stop. if you do it correctly you will be at your right weight a well a the benefit like autophagy and being metabolically healthy. eating in a time restricted way is not so much about restricting calorie though a it is about not singing all day long and stimulating your digestive and metabolic systems.",1685004526.148502,Neutral,miscellaneous
510,510,⁠ @Greg D  I think the answer to that is a diet that doesn’t restrict food intake but naturally has fewer calories (and more nutrients) like the WFPB (whole food plant based) diet.,reg d i think the answer to that is a diet that doesn t restrict food intake but naturally ha fewer calorie (and more nutrients) like the web (whole food plant based) diet.,1685090926.150419,Neutral,miscellaneous
511,511,"Same bro, +2 years and counting. Skipped maybe 12 days.","same bro, +2 year and counting. skipped maybe 12 days.",1685090926.368025,Neutral,others
512,512,Bro is out of content,bro is out of content,1685004526.752682,Negative,miscellaneous
513,513,Coffee helps me a lot on the last hours of fasting,coffee help me a lot on the last hour of fasting,1685004526.753969,Positive,miscellaneous
514,514,Thank you for new words in English today's words are intermittent fasting.,thank you for new word in english today's word are intermittent fasting.,1685004526.755063,Positive,miscellaneous
515,515,"Intermittent fasting has worked well for me, but you're right, you have to make sure you're getting enough protein. Cutting out starchy foods, and lowering sugar intake helped me focus on protein. I learned that you need to focus on what you eat, just as much as you focus on the not eating part. I fast for 16 hours a day. How about trying 30 days of the carnivore diet?","intermittent fasting ha worked well for me, but you are right, you have to make sure you are getting enough protein. cutting out starch foods, and lowering sugar intake helped me focus on protein. i learned that you need to focus on what you eat, just a much a you focus on the not eating part. i fast for 16 hour a day. how about trying 30 day of the carnivore diet",1685004526.756147,Positive,miscellaneous
516,516,"Great principles behind IF - of course, it doesn't work well for everyone to be super specific (16:8 etc.).. I especially liked the reminder that food is readily available in our country and late night snacking has become a norm (or as Bryan Johnson says, self destructive behaviours are a norm). For me, I personally saw hormonal imbalance and digestive issues with 8 months of intermittent fasting. Only last week did I go back to eating breakfast at 8am and finish eating at 7pm - my body IMMEDIATELY shifted. Regular 💩movement at 8am, higher energy levels, honestly just intuitively eating when my body says it's time. The 7pm stop time is helpful to improve deep sleep AND I get the benefit of fasting from 7pm until 8am the next day.","great principle behind if of course, it doe not work well for everyone to be super specific ( etc.). i especially liked the reminder that food is readily available in our country and late night stacking ha become a norm (or a bryan johnson says, self destructive behaviour are a norm). for me, i personally saw hormonal imbalance and digestive issue with 8 month of intermittent fasting. only last week did i go back to eating breakfast at 8am and finish eating at 7pm my body immediately shifted. regular movement at 8am, higher energy levels, honestly just intuitively eating when my body say it is time. the 7pm stop time is helpful to improve deep sleep and i get the benefit of fasting from 7pm until 8am the next day.",1685004526.757236,Positive,miscellaneous
517,517,"If you either consume carbs, or eat too much calories and compensate in the 8 hour window, you will not see much benefits from fasting. not eating carbs + being mindful of how much you are eating during the 8 hours, will allow you to enter a state of ketosis. if you maintain ketosis long enough, then you'll be amazed of the results","if you either consume cars, or eat too much calorie and compensate in the 8 hour window, you will not see much benefit from fasting. not eating car + being mindful of how much you are eating during the 8 hours, will allow you to enter a state of ketosis. if you maintain ketosis long enough, then you will be amazed of the result",1685004526.758319,Neutral,miscellaneous
518,518,See you soon. Thats it. The video's over 😂😂😂,see you soon. that is it. the video's over,1685004526.759434,Neutral,miscellaneous
519,519,He’s going to need a bigger toilet. 😂😂😂😂😂,he s going to need a bigger toilet.,1685004526.760559,Negative,miscellaneous
520,520,"Intermittent fasting works best when eating healthy foods..your body cannot adapt as well to IF if youre constantly spiking your insulin with sugar/carbs. Not saying you HAVE to do keto but the less you spike your insulin levels, the less hungry you will be in between. Its like throwing gasoline on a fire compared to a log burning all day. You want less burts of energry from sugar and more long lasting energy from fat protein and vegetables.","intermittent fasting work best when eating healthy foods.your body cannot adapt a well to if if you are constantly spring your insulin with sugar cars. not saying you have to do veto but the le you spike your insulin levels, the le hungry you will be in between. it like throwing gasoline on a fire compared to a log burning all day. you want le burn of energy from sugar and more long lasting energy from fat protein and vegetables.",1685004526.761797,Neutral,miscellaneous
521,521,"I did this for a while somewhat unintentionally because I just didn’t get hungry until around 11am, and at that point it just made sense to wait til lunch to eat. Idk what changed over time, but now I get so hungry within an hour of getting up, and I just don’t think I would be able to do IF comfortably anymore.","i did this for a while somewhat unintentionally because i just didn t get hungry until around 11am, and at that point it just made sense to wait til lunch to eat. i do not know what changed over time, but now i get so hungry within an hour of getting up, and i just don t think i would be able to do if comfortably anymore.",1685004526.762929,Negative,miscellaneous
522,522,Hello. I must say that in this video your skin has made a big change in it's color (I am not trying to be racist of-course). It has been more light-white in comparison to your other videos. I don't know if it relates to the fast or if you changed your lighting.,hello. i must say that in this video your skin ha made a big change in it is color (i am not trying to be racist of course). it ha been more light white in comparison to your other videos. i do not know if it relates to the fast or if you changed your lighting.,1685004526.764043,Neutral,corrective
523,523,Thank god for being muslim,thank god for being muslim,1685004526.765255,Positive,others
524,524,"I believe it has health benefits, and I have done it and made some improvements, but I eventually give in because being hungry all the time sucks.","i believe it ha health benefits, and i have done it and made some improvements, but i eventually give in because being hungry all the time sucks.",1685004526.766416,Neutral,miscellaneous
525,525,"It´s nice that it worked for him, but for me it was a total failure. Being hangry and often dizzy for 3-4h a day just to don´t brake the fast wasn´t worth it.  From my social circle I cannot recommend it for woman 25-35, because we all gained body volume with the same level of exercise and calory intake till the pre-fasting period.","it s nice that it worked for him, but for me it wa a total failure. being angry and often diary for 3 4h a day just to don t brake the fast wasn t worth it. from my social circle i cannot recommend it for woman 25 35, because we all gained body volume with the same level of exercise and color intake till the pre fasting period.",1685004526.767503,Negative,miscellaneous
526,526,WE have been doing this for years !!! yes I'm talking about ramadan,we have been doing this for year ! yes i am talking about armada,1685004526.768595,Neutral,miscellaneous
527,527,"I started intermittent fasting a few years ago with my wife. It seemed to naturally fit our craving times anyway so we would basically eat between noon and 6ish in the evening. We weren't tracking anything it was just naturally the window when we got hungry. I think one super important thing for me was that you really have to pay attention to hydration. I know that caused a huge dip in my energy in the afternoon but when I could drink a glass or two of water in the morning and sip throughout the day, I felt a whole lot better. Also made me realize that often hunger and thirst can feel kinda similar to each other and often I was thirsty and not hungry. So now when I feel like I need a snack. I take a few big gulps of water and it often subsides the craving I thought I had for food. So I guess this is more a rambly comment about drinking water instead of fasting...","i started intermittent fasting a few year ago with my wife. it seemed to naturally fit our craving time anyway so we would basically eat between noon and 6ish in the evening. we were not tracking anything it wa just naturally the window when we got hungry. i think one super important thing for me wa that you really have to pay attention to hydration. i know that caused a huge dip in my energy in the afternoon but when i could drink a glass or two of water in the morning and sip throughout the day, i felt a whole lot better. also made me realize that often hunger and thirst can feel kind of similar to each other and often i wa thirty and not hungry. so now when i feel like i need a snack. i take a few big gules of water and it often subsidy the craving i thought i had for food. so i guess this is more a family comment about drinking water instead of fasting.",1685004526.769691,Positive,miscellaneous
528,528,Great video as always. Thanks! But how is Natalie? I really want to hear about her,great video a always. thanks! but how is natalie i really want to hear about her,1685004526.770845,Positive,miscellaneous
529,529,"OMG I almost forgot your name! You're late u dumb editor! We love u btw, so no offence 🥱","omg i almost forgot your name! you are late you dumb editor! we love you by the way, so no offence",1685004526.772041,Positive,miscellaneous
530,530,You need to fast a month in a year ilke muslims.,you need to fast a month in a year like muslims.,1685004526.773143,Neutral,miscellaneous
531,531,When I saw Whitney Simmons here I was like 😮!! Love her!! ❤,when i saw whitney simmons here i wa like ! love her!,1685004527.079707,Positive,miscellaneous
532,532,"nice. I also tried skipping meals, been doing it for years. For some reason when I do it though everyone has a problem with it and calls it “anorexia” 🤔","nice. i also tried skipping meals, been doing it for years. for some reason when i do it though everyone ha a problem with it and call it anorexia",1685004527.080985,Negative,miscellaneous
533,533,Claim your “here within an hour” ticket right here. Haha,claim your here within an hour ticket right here. haha,1685004527.082388,Positive,miscellaneous
534,534,"Been doing intermittent fasting for about two weeks now. I was 75KG with a dad gut. Now, I lost almost 8KG and that dad gut. 

For context, im only 25 but always consume high GI foods like sugary beverages, sweets, pastries the like.","been doing intermittent fasting for about two week now. i wa 75kg with a dad gut. now, i lost almost 8kg and that dad gut. for context, i am only 25 but always consume high gi food like sugar beverages, sweets, pastry the like.",1685004527.083492,Neutral,miscellaneous
535,535,"Hey, Matt

It's now about time you tried being Vegan for 30 days

I trust in you, you can handle it :)","hey, matt it is now about time you tried being vegan for 30 day i trust in you, you can handle it :)",1685004527.084615,Positive,miscellaneous
536,536,Great video Matt 👍,great video matt,1685004527.085802,Positive,others
537,537,Which app did he use to track the fasting hours?,which app did he use to track the fasting hour,1685004527.087492,Neutral,interrogative
538,538,"Intermittent fasting became obvious to me, when I started it was hard and I used an app but then I removed the app. I just knew I wasn’t going to be hungry in the mornings anyway. Though I have a bit of weight on, I have not lost any weight since. I have been researching about sugar mostly and the importance it has in What we eat. It really depends on people for sure. Women should be careful about how long they fast because of our hormones, make sure you document yourself before starting to fast 😌","intermittent fasting became obvious to me, when i started it wa hard and i used an app but then i removed the app. i just knew i wasn t going to be hungry in the morning anyway. though i have a bit of weight on, i have not lost any weight since. i have been researching about sugar mostly and the importance it ha in what we eat. it really depends on people for sure. woman should be careful about how long they fast because of our hormones, make sure you document yourself before starting to fast",1685004527.089315,Neutral,miscellaneous
539,539,"I did this unintentionally during university all the time. It usually ended in me eating an entire large pizza or Costco family-sized penne Alfredo in one sitting. Always felt like I was starving myself just so I could enjoy binge eating.

Props to you for being able to stay on schedule. Another great video🤌",i did this unintentionally during university all the time. it usually ended in me eating an entire large pizza or cost family sized penned alfred in one sitting. always felt like i wa starving myself just so i could enjoy binge eating. prop to you for being able to stay on schedule. another great video,1685004527.09113,Positive,miscellaneous
540,540,Might be helpful for travel and when im on flight attendant shift:) i stopped for a while but maybe ill try it again.,might be helpful for travel and when i am on flight attendant shift:) i stopped for a while but maybe ill try it again.,1685004527.092942,Positive,miscellaneous
541,541,That Jaws reference,that jaw reference,1685004527.094879,Neutral,miscellaneous
542,542,Been doing IF for 3 years now. Best decision. I always have energy and mental focus in the morning.,been doing if for 3 year now. best decision. i always have energy and mental focus in the morning.,1685004527.096761,Positive,miscellaneous
543,543,Who else is into productivity because of Matt ? ☺️☺️☺️👏🏾👏🏾🔥🔥 quality is just super ❤,who else is into productivity because of matt quality is just super,1685004527.098532,Positive,miscellaneous
544,544,Muslims do this every year! 30 days of intermittent fasting.,muslim do this every year! 30 day of intermittent fasting.,1685004527.100367,Neutral,miscellaneous
545,545,I need to try this,i need to try this,1685004527.10245,Positive,miscellaneous
546,546,We appreciate your content. It gives us a whole different perspective on things. God bless you.,we appreciate your content. it give u a whole different perspective on things. god bless you.,1685004527.104082,Positive,others
547,547,Like fasting in Ramadan🧡,like fasting in armada,1685004527.105205,Neutral,miscellaneous
548,548,I did it for 1 month .. first week was bad.. i almost fainted at the gym and was drowsy all the time... Aftwr that my appetite just died and my gastritis was so bad .. i was struggling with my bowel movement 😢😢,i did it for 1 month . first week wa bad. i almost painted at the gym and wa draw all the time. after that my appetite just died and my gastritis wa so bad . i wa struggling with my bowel movement,1685004527.106373,Negative,miscellaneous
549,549,Going to start today because of you 💪🏻 keep it up,going to start today because of you keep it up,1685004527.107485,Positive,miscellaneous
