,Unnamed: 0,original,pre_processed_text,time_parsed,predictions,sentiments
1436,1436,"i can see this thing evolving gradually into a regular glasses-sized device and perhaps to a contact lens level at some point, it only needs to combine some of elon musk's neuralink type chips in the brain to make it read thoughts and it'd replace smartphones completely and perhaps turn us all into cyborgs","i can see this thing evolving gradually into a regular glass sized device and perhaps to a contact lens level at some point, it only need to combine some of elon musk's neuralink type chip in the brain to make it read thought and it would replace smartphones completely and perhaps turn u all into cyborg",1686171333.932453,miscellaneous,Neutral
1437,1437,7:02 this dial of how much of real world you see brings me vibes from The Peripheral series.,this dial of how much of real world you see brings me vibe from the peripheral series.,1686171333.93425,miscellaneous,Positive
1438,1438,"IMMERSION. That is in the key word with this headset. The question is; do we want to immerse in doing work and consuming media? 
In consuming media like films and games, sure. Every time? Not me, but for some, maybe. When watching films alone, i think this is great. Watching with other people, it's not.

Another disadvantage is that it is an INDOOR device. So this device wont replace your iPhone but your iPad perhaps. 

Nevertheless, kudos for Apple for showing ones again that they're the most innovative and leading tech company out there. :trophy-yellow-smiling::eyes-pink-heart-shape:","immersion. that is in the key word with this headset. the question is do we want to immense in doing work and consuming medium in consuming medium like film and games, sure. every time not me, but for some, maybe. when watching film alone, i think this is great. watching with other people, it is not. another disadvantage is that it is an indoor device. so this device will not replace your iphone but your ipad perhaps. nevertheless, kudos for apple for showing one again that they are the most innovative and leading tech company out there. trophy yellow smilingyes pink heart shape:",1686171333.936072,miscellaneous,Positive
1439,1439,"It seems to me like the true beginning of the AR/VR shift, in the same way that the iPhone 1 was for smartphones back in 2007.  I didn’t buy my first till iPhone 4.  By then, Apple had matured the technology enough to do everything I needed from a smartphone.  If this follows a similar development path, I should start saving now for a 2027/28 purchase!  There is no doubt the technical achievement is spectacular.  Solving the power consumption problem and figuring out how it adds value to your life - those are the big questions for me.","it seems to me like the true beginning of the ar vr shift, in the same way that the iphone 1 wa for smartphones back in 2007. i didn t buy my first till iphone 4. by then, apple had matured the technology enough to do everything i needed from a smartphone. if this follows a similar development path, i should start saving now for a 2027 28 purchase! there is no doubt the technical achievement is spectacular. solving the power consumption problem and figuring out how it add value to your life those are the big question for me.",1686171333.93788,miscellaneous,Positive
1440,1440,"3 failures: too expensive, apple-only, and at 1/10th of the price, the Tilt5 system already does the AR brilliantly. Try that first, and you'll see.","3 failures: too expensive, apple only, and at 1 10th of the price, the tilt5 system already doe the ar brilliantly. try that first, and you will see.",1686171333.939673,miscellaneous,Negative
1441,1441,Only in this channel I feel why this video ended so early,only in this channel i feel why this video ended so early,1686171333.9415,miscellaneous,Negative
1442,1442,Sad day when people want to wear a headset to see the world instead of with their own eyes. Hopefully this isn't the next iPhone and something used by a few folks for specific tasks.,sad day when people want to wear a headset to see the world instead of with their own eyes. hopefully this is not the next iphone and something used by a few folk for specific tasks.,1686171333.943285,miscellaneous,Negative
1443,1443,Next year means in a couple years,next year mean in a couple year,1686171333.945089,miscellaneous,Neutral
1444,1444,I don't get why so many people downvoted this video. Was he too neutral on it for people's tastes? wtf,i do not get why so many people downvoted this video. wa he too neutral on it for people's taste wtf,1686171333.946871,miscellaneous,Negative
1445,1445,Dot Hack Sign anybody? This ish is super dangerous,dot hack sign anybody this ish is super dangerous,1686171333.948668,miscellaneous,Negative
1446,1446,"Looks very cool, but if it is only usable in Apples ecosystem, and not for example as a pure VR-Headset for a (non-apple) computer then it will be quite limited at least as a VR-headset.","look very cool, but if it is only usable in apple ecosystem, and not for example a a pure vr headset for a (non apple) computer then it will be quite limited at least a a vr headset.",1686171333.950452,miscellaneous,Positive
1447,1447,And funny thing the very reason why we have terrible accomodations is because everything is being invested in tech instead of homes. The irony.,and funny thing the very reason why we have terrible accommodation is because everything is being invested in tech instead of homes. the irony.,1686174934.14128,miscellaneous,Negative
1448,1448,Soon we will migrate to live in the digital world.,soon we will migrate to live in the digital world.,1686174934.145789,miscellaneous,Neutral
1449,1449,Google glass was never even an actual product.,google glass wa never even an actual product.,1686174934.34372,miscellaneous,Negative
1450,1450,"You should have started with the 3GS! 🤣 

...not that there was an iPhone 1 or 2 for sale...


The power issue and other problems will be dealt with, but that you question the added value to your life, just means that you haven't absorbed exactly how momentous an event this is. You won't be using a computer as you know it anymore. This will do it ALL!!","you should have started with the 3gs! .not that there wa an iphone 1 or 2 for sale. the power issue and other problem will be dealt with, but that you question the added value to your life, just mean that you have not absorbed exactly how moment an event this is. you will not be using a computer a you know it anymore. this will do it all!",1686174934.534642,corrective,Negative
1451,1451,Ha that’s funny. I didn’t hop on the iPhone train until iPhone 4 as well. In my opinion it was a masterpiece for its time,ha that s funny. i didn t hop on the iphone train until iphone 4 a well. in my opinion it wa a masterpiece for it time,1686178534.53917,miscellaneous,Positive
1452,1452,iPhone 1 wasn't a smartphone at release. It didn't support 3rd party apps. It was a feature phone.,iphone 1 wa not a smartphone at release. it did not support 3rd party apps. it wa a feature phone.,1686185734.541814,miscellaneous,Negative
1453,1453, @martineyles  lol yes it was. Quit being a pedantic dork,artineyles lol yes it was. quit being a pedantic work,1686189334.54358,others,Neutral
1454,1454,https://www.youtube.com/@maxigan530/videos should give you an idea.,https: ww.youtube.com align530 video should give you an idea.,1686171334.73131,miscellaneous,Neutral
1455,1455,"It is its own computer. It has an M2 (and R1) chip and has its own OS. While it was showcased that you can output the display of a mac to the Vision Pro, it is NOT a display for a mac just like how macs can extend to an ipad (as an external screen), whereas ipad is considered a product/system of its own.","it is it own computer. it ha an m2 (and r1) chip and ha it own os. while it wa showcased that you can output the display of a mac to the vision pro, it is not a display for a mac just like how map can extend to an ipad (as an external screen), whereas ipad is considered a product system of it own.",1686174934.932301,miscellaneous,Neutral
1456,1456,lol,lol,1686171335.212294,miscellaneous,Neutral
1457,1457,"- Imagine 5 years from now when its the size of cycling glasses
- An iPhone moment - right moment to make apps and gpt models can help you
- 5,000 Patents!
- Here goes an entire new market to fund Apple’s $10 Trillion market cap","imagine 5 year from now when it the size of cycling glass an iphone moment right moment to make apps and gt model can help you 5,0 patents! here go an entire new market to fund apple s $10 trillion market cap",1686171335.214119,miscellaneous,Positive
1458,1458,It feels like a start of a black mirror episode,it feel like a start of a black mirror episode,1686171335.215906,miscellaneous,Neutral
1459,1459,"This does sound really interesting. If it can be used for VR video games that are of better quality than what's on the market, then Apple may yet finally win me over as a staunch Android fan. Not for their phones, mind you, just this headset, lol. I'd have to save up years just to afford this thing, nevermind trying to keep up with Apple phones and their prices.","this doe sound really interesting. if it can be used for vr video game that are of better quality than what is on the market, then apple may yet finally win me over a a staunch android fan. not for their phones, mind you, just this headset, lol. i would have to save up year just to afford this thing, nevermind trying to keep up with apple phone and their prices.",1686171335.217707,miscellaneous,Positive
1460,1460,"I’m absolutely blown away by this and can’t wait for the tech to become better and cheaper over time. People will laugh at this like they have for the iPhone, iPad, Apple Watch and AirPods but it will no doubt be another winner for Apple in the long run. Wherever and whenever Apple sets it foot in a new category, the entire industry around it tends to quiver. That’s just how powerful and influential the brand is.  No doubt Zuck is probably scrambling right now to get his guys to match whatever Apple is doing but this is good for the consumers as competition ultimately benefits us.","i m absolutely blown away by this and can t wait for the tech to become better and cheaper over time. people will laugh at this like they have for the iphone, ipad, apple watch and airport but it will no doubt be another winner for apple in the long run. wherever and whenever apple set it foot in a new category, the entire industry around it tends to river. that s just how powerful and influential the brand is. no doubt luck is probably scrambling right now to get his guy to match whatever apple is doing but this is good for the consumer a competition ultimately benefit us.",1686171335.219495,miscellaneous,Positive
1461,1461,This video reeks of advertisement,this video week of advertisement,1686171335.221297,miscellaneous,Neutral
1462,1462,"I can see people wearing this on a plane or at work.  ""Hey, who's the jerk wearing ski goggles indoors?  It isn't even ski season.""
Glassholes 2.0.","i can see people wearing this on a plane or at work. hey, who is the jerk wearing ski goggles indoors it is not even ski season. glassholes 2.0.",1686171335.22308,miscellaneous,Negative
1463,1463,"Yeh, right. For rich bored people it is","yeh, right. for rich bored people it is",1686171335.224876,miscellaneous,Negative
1464,1464,I’d like to purchase one,i d like to purchase one,1686171335.226659,miscellaneous,Positive
1465,1465,"No!  The Apple II was not that much different a form factor from a typewriter, which was a wildly successful product.  The iPhone had a similar form factor to previous phones with lots of sales.  The Vision Pro has a form factor like VR headsets which have only been a niche product at much lower prices.  You cherry-picked from Marques Brownlee's video, where he was more nuanced and had valid critiques of this product in the same video.  Visual Pro combines VR headsets (niche products) with Google Glass (a total failure) with 3DTV (a total failure).  This will fail too.  Horrible video.","no! the apple ii wa not that much different a form factor from a typewriter, which wa a wildly successful product. the iphone had a similar form factor to previous phone with lot of sales. the vision pro ha a form factor like vr headset which have only been a niche product at much lower prices. you cherry picked from marque browne's video, where he wa more nuanced and had valid critique of this product in the same video. visual pro combine vr headset (niche products) with google glass (a total failure) with 3dtv (a total failure). this will fail too. horrible video.",1686171335.228454,miscellaneous,Negative
1466,1466,"Thank you for the best review of Apple‘s goggles! I do not, however, agree with your comments at the end that it would contribute to further, isolation! In fact, I think that it would enhance communication with people given enough time to get used to using them. In a few years, once new versions lower the price, it will become as popular as the iPhone if not more and people will get used to seeing others walking around in them. Later models will obviously not need as much power such that existing battery technology will last much longer than two hours! We appear stuck to criticize some thing that is new, as if it is static and unchanging, which is obvious from the remarks below. The first iPhone did not have an App Store, and was very limited in what it could do beyond being a phone, so let’s not criticize this technology from an admittedly brilliant company, bringing us new things to our lives.","thank you for the best review of apple s goggles! i do not, however, agree with your comment at the end that it would contribute to further, isolation! in fact, i think that it would enhance communication with people given enough time to get used to using them. in a few years, once new version lower the price, it will become a popular a the iphone if not more and people will get used to seeing others walking around in them. later model will obviously not need a much power such that existing battery technology will last much longer than two hours! we appear stuck to criticize some thing that is new, a if it is static and changing, which is obvious from the remark below. the first iphone did not have an app store, and wa very limited in what it could do beyond being a phone, so let s not criticize this technology from an admittedly brilliant company, bringing u new thing to our lives.",1686171335.230249,miscellaneous,Positive
1467,1467,"I rather wait for a Valve Index 2 / Deckard better or at least same quality for less money and produced for PC Steam gaming, that's the real dream for me.","i rather wait for a valve index 2 declared better or at least same quality for le money and produced for pc steam gaming, that is the real dream for me.",1686171335.232042,miscellaneous,Neutral
1468,1468,Nah still a niche product. Apples previous innovations like the mouse and iphone succeeded because they simplified things. This doesn't.,nah still a niche product. apple previous innovation like the mouse and iphone succeeded because they simplified things. this doe not.,1686171335.233843,miscellaneous,Neutral
1469,1469,"$3499 USD for the Vision Pro
$999 USD for a charger (sold seperately)
2 hr battery life

Not convinced right now that this is a viable thing to purchase. It's a great idea, and great concept to bring it to life. Just don't know if it's practical atm or even long-term.","$3499 usd for the vision pro $9 usd for a charger (sold separately) 2 hr battery life not convinced right now that this is a viable thing to purchase. it is a great idea, and great concept to bring it to life. just do not know if it is practical atm or even long term.",1686171335.235643,miscellaneous,Positive
1470,1470,"8 Things Jesus said:

""The world hates me because I testify about it that it's works are evil""

""Don't be surprised when the world hates you, it hated me first""

""If any man looks at a woman with lust he has already committed adultery in his heart with her.""

""Unless you eat my body and drink my blood you have no life in you""

""Those that believe the Son have eternal life, those that do not obey the Son will not see life but the wrath of God abides on them""

""Unless you believe in me you will die in your sins""

""Unless you repent you will likewise perish""

Matthew 11:28-30
""Come to me, all who labor and are heavy laden, and I will give you rest. Take my yoke upon you, and learn from me, for I am gentle and lowly in heart, and you will find rest for your souls. For my yoke is easy, and my burden is light.”

(a yoke is a collar worn by cattle, it is the point where the ropes are attached allowing them to pull a plow or a cart.)


Read your Bible or you will be misinformed.","8 thing jesus said: the world hate me because i testify about it that it is work are evil do not be surprised when the world hate you, it hated me first if any man look at a woman with lust he ha already committed adultery in his heart with her. unless you eat my body and drink my blood you have no life in you those that believe the son have eternal life, those that do not obey the son will not see life but the wrath of god abide on them unless you believe in me you will die in your sin unless you recent you will likewise perish matthew 30 come to me, all who labor and are heavy laden, and i will give you rest. take my yoke upon you, and learn from me, for i am gentle and lowly in heart, and you will find rest for your souls. for my yoke is easy, and my burden is light. (a yoke is a collar worn by cattle, it is the point where the rope are attached allowing them to pull a plow or a cart.) read your bible or you will be misinformed.",1686171335.237486,miscellaneous,Negative
1471,1471,Apple had to bring it out to the market to get going. LESS EXPENSIVE VERSIONS WILL COME WHEN READY.,apple had to bring it out to the market to get going. le expensive version will come when ready.,1686171335.23927,miscellaneous,Neutral
1472,1472,"How do you get to hell?
Very simple: claim that you're innocent.

How do you get to heaven?
Very simple: Admit that you're not Innocent, you're guilty and ask for mercy.

How to know if you're guilty or not?
Simply: Compare your life to the Ten Commandments God gave you in the Bible.
Everyone agrees that if people followed the ten commandments there would be no need for governments or police.

Do not lie.
Do not steal.
Do not commit adultery.
Do not insult God by using his name as a cuss word.
There are six more but let's just leave it at that.

How many lies have you told in your life?

Have you ever taken anything that didn't belong to you?

Jesus said, if you look at a women lustfully you've already committed adultery in your heart with that woman.
How many times a day do you do that?

Do you use God's name as a cuss word?
Would you do that with your own mother's name?

If you answer these questions honestly you know that you're guilty.

God can justly punish you and send you to hell.

Ask him for mercy.
His name is Jesus.

It's as simple as this, The Ten Commandments are called the moral law. You and I broke God's laws. Jesus paid the fine.
The fine is death.

Ezekiel 18:20 — 
""The soul who sins shall die.

That's why Jesus had to die on the cross for our sins. This is why God is able to give us Mercy.

Option A.
You die for your own sins.

Option B.
Ask for mercy and accept that Jesus died on the cross for you.

❤❤❤","how do you get to hell very simple: claim that you are innocent. how do you get to heaven very simple: admit that you are not innocent, you are guilty and ask for mercy. how to know if you are guilty or not simply: compare your life to the ten commandment god gave you in the bible. everyone agrees that if people followed the ten commandment there would be no need for government or police. do not lie. do not steal. do not commit adultery. do not insult god by using his name a a cut word. there are six more but let u just leave it at that. how many lie have you told in your life have you ever taken anything that did not belong to you jesus said, if you look at a woman usefully you have already committed adultery in your heart with that woman. how many time a day do you do that do you use god's name a a cut word would you do that with your own mother's name if you answer these question honestly you know that you are guilty. god can just punish you and send you to hell. ask him for mercy. his name is jesus. it is a simple a this, the ten commandment are called the moral law. you and i broke god's laws. jesus paid the fine. the fine is death. ezekiel the soul who sin shall die. that is why jesus had to die on the cross for our sins. this is why god is able to give u mercy. option a. you die for your own sins. option b. ask for mercy and accept that jesus died on the cross for you.",1686171335.241198,miscellaneous,Negative
1473,1473,Me thinks everyone needs less screen time.,me think everyone need le screen time.,1686171335.242993,miscellaneous,Neutral
1474,1474,For $3500 in this economy? No.,for $3500 in this economy no.,1686171335.244794,miscellaneous,Neutral
1475,1475,Maybe they’ll accept payment plans. 😂,maybe they ll accept payment plans.,1686171335.246595,miscellaneous,Neutral
1476,1476,meanwhile Zuck is building virtual towns in his virtual cartoon land that he's so convinced everyone will want to live in lol,meanwhile luck is building virtual town in his virtual cartoon land that he is so convinced everyone will want to live in lol,1686174935.43678,miscellaneous,Neutral
1477,1477, @sk-sm9sh True. The problem with Zuck was he put the cart before the horse. He was so obsessed on how he can possibly monetize and market it that he totally forgot if his users will even like or enjoy using it.,k sm9sh true. the problem with luck wa he put the cart before the horse. he wa so obsessed on how he can possibly monetize and market it that he totally forgot if his user will even like or enjoy using it.,1686174935.440919,miscellaneous,Negative
1478,1478,"this is not a review, because he does not have a unit to test and share his opinion, this is more like a well constructed opinion on a new cathegory of a device","this is not a review, because he doe not have a unit to test and share his opinion, this is more like a well constructed opinion on a new category of a device",1686174935.62624,miscellaneous,Neutral
1479,1479," @arch1107  so what's your point? 
What is different...
...and how are you so sure he did not attend WWDC23 where attendees did have units they could demo?",rch1107 so what is your point what is different. .and how are you so sure he did not attend wwd23 where attendee did have unit they could demo,1686174935.630328,interrogative,Neutral
1480,1480,You are making up your own prices and getting mad at them.,you are making up your own price and getting mad at them.,1686174935.820719,miscellaneous,Negative
1481,1481,I'll be interested when someone can do it on a contact lens.,i will be interested when someone can do it on a contact lens.,1686171336.101038,miscellaneous,Positive
1482,1482,"Oh, so they can make this but not a foldable phone.","oh, so they can make this but not a foldable phone.",1686171336.102846,miscellaneous,Neutral
1483,1483,"$3500, same functionality than a Pico Enterprise or Quest Pro, 2 hour use WITH AN EXTERNAL BATTERY IN 2023! WTF?! nah this is the new trashcan macpro, and keep in mind at least that one had support, this thing will sell so little it will barely have any apps. 

The M2 processor is cool but you can buy a MacBook with that and a Quest Pro, AND a Pico Enterprise and it will still cost LESS than this thing, insane...","$3500, same functionality than a pico enterprise or quest pro, 2 hour use with an external battery in 2023! wtf ! nah this is the new trashcan macro, and keep in mind at least that one had support, this thing will sell so little it will barely have any apps. the m2 processor is cool but you can buy a facebook with that and a quest pro, and a pico enterprise and it will still cost le than this thing, insane.",1686171336.10466,miscellaneous,Positive
1484,1484,Technology is moving so fast at a rate humans can't fathom. That is what scars me a lot.,technology is moving so fast at a rate human cannot fathom. that is what scar me a lot.,1686171336.106458,miscellaneous,Negative
1485,1485,"if you pay attention, the only people criticizing this are cynics.","if you pay attention, the only people criticizing this are lyrics.",1686171336.108249,miscellaneous,Negative
1486,1486,What a dystopian future.,what a dystopian future.,1686171336.110051,miscellaneous,Negative
1487,1487,"it is another useless product, just like ipads.","it is another useless product, just like pads.",1686171336.111839,miscellaneous,Negative
1488,1488,"I dig this! Can't wait for a few iterations, then I'll jump in.","i dig this! cannot wait for a few iterations, then i will jump in.",1686171336.113644,miscellaneous,Positive
1489,1489,VR won't do anything until it gets rid of the head gear.,vr will not do anything until it get rid of the head gear.,1686171336.115428,miscellaneous,Negative
1490,1490,Apple will release a cheaper headset that tethers to your iPad for M-series chip and power. That should bring down the cost a lot.,apple will release a cheaper headset that ether to your ipad for m series chip and power. that should bring down the cost a lot.,1686171336.11723,miscellaneous,Positive
1491,1491,Tears fell out of my eyes when I saw it.,tear fell out of my eye when i saw it.,1686171336.119018,miscellaneous,Negative
1492,1492,"""I could live here"" bruhhh.............",i could live here brush.,1686171336.12082,miscellaneous,Neutral
1493,1493,"It's a new toy, once you play with it few time, you will forget about it. glasses have never succeeded for a reason.","it is a new toy, once you play with it few time, you will forget about it. glass have never succeeded for a reason.",1686171336.122607,miscellaneous,Negative
1494,1494,A new way to watch porn :hand-orange-covering-eyes:,a new way to watch porn and orange covering eyes:,1686171336.124421,miscellaneous,Negative
1495,1495,Vision Pro: Iphone 3D but you look like a dick.,vision pro: iphone 3d but you look like a dick.,1686171336.126207,miscellaneous,Negative
1496,1496,"Apple has lost connection with economic reality. People don't have that kind of money.

That said. I see a revitalization of VR industries thanks to this launch.",apple ha lost connection with economic reality. people do not have that kind of money. that said. i see a revitalization of vr industry thanks to this launch.,1686171336.127993,miscellaneous,Positive
1497,1497,The price is really not that bad considering the high in technology. If you get a really high and PC it can go upwards of $5000 and the price will go down right now the price is high because early adopter tax.,the price is really not that bad considering the high in technology. if you get a really high and pc it can go upwards of $50 and the price will go down right now the price is high because early adopted tax.,1686171336.129799,miscellaneous,Positive
1498,1498,I forget that this channel is owned by an  Apple fanboy,i forget that this channel is owned by an apple fancy,1686171336.131579,miscellaneous,Neutral
1499,1499,Samsung  developed it and sell Apple the technology . Apple  done the field work and debugging  and  Samsung making it better  and start  selling  it. This company.s do not work  allown.😅😅😅 Love the channel  Thank s,samsung developed it and sell apple the technology . apple done the field work and debugging and samsung making it better and start selling it. this company.s do not work allow. love the channel thank s,1686171336.13342,miscellaneous,Positive
1500,1500,"Remember folks :  ""The Tech Transparency Project (TTP) and others have spent several years documenting how Apple's supply chain is linked to FORCED labor from Xinjiang, but the company has consistently refused to acknowledge the problem and repeatedly issued the same blanket denials""","remember folk : the tech transparency project (http) and others have spent several year documenting how apple's supply chain is linked to forced labor from xinjiang, but the company ha consistently refused to acknowledge the problem and repeatedly issued the same blanket denial",1686171336.135207,miscellaneous,Negative
1501,1501,May be in 25 years that tech will be ready,may be in 25 year that tech will be ready,1686174936.326468,miscellaneous,Neutral
1502,1502,It'll happen.,it will happen.,1686207336.329763,miscellaneous,Neutral
1503,1503,If humans cannot fathom it then it wouldn’t advance to that rate,if human cannot fathom it then it wouldn t advance to that rate,1686174936.53945,miscellaneous,Negative
1504,1504,"This is the only accurate criticism made here, though it is not particular to this Tech, but ALL of it!! PS you made a slight typo...","this is the only accurate criticism made here, though it is not particular to this tech, but all of it! p you made a slight typo.",1686178536.542164,corrective,Neutral
1505,1505, @Dad-lu1oi  bro  do you know how much percent of the world population have a basic idea about computers? if u knew u would be surprised.,ad lu1oi bro do you know how much percent of the world population have a basic idea about computer if you knew you would be surprised.,1686214296.544709,miscellaneous,Neutral
1506,1506,"people do not have the kind of money they ask for thir iphones, and here we are","people do not have the kind of money they ask for this phones, and here we are",1686174936.73084,miscellaneous,Negative
1507,1507,This technology should absolutely be mentioned in mankind's epitaph.,this technology should absolutely be mentioned in mankind's epitaph.,1686171337.015475,miscellaneous,Positive
1508,1508,"""Augmented reality devices...can't even do VR""....what a fucking stupid statement 😂 it says it in the fucking name ""AR""! It's like saying ""it's an electric car....but it doesn't even run on gas"" 😂",augmented reality devices.cannot even do vr .what a fucking stupid statement it say it in the fucking name ar ! it is like saying it is an electric car.but it doe not even run on gas,1686171337.017327,miscellaneous,Negative
1509,1509,Usually you hit but this is a miss sorry bro,usually you hit but this is a miss sorry bro,1686171337.019126,miscellaneous,Negative
1510,1510,"This so just a more expensive Xbox Kinect. ""Youre body is the controller"" nonsense. Its already a meme and its going to fail hard. No amount of tech is going prevent you from looking like a moron wearing this thing. Just put on a sign that says ""Im lazy and have more money than I know what to do with.""",this so just a more expensive xbox direct. you are body is the controller nonsense. it already a meme and it going to fail hard. no amount of tech is going prevent you from looking like a moon wearing this thing. just put on a sign that say i am lazy and have more money than i know what to do with.,1686171337.020935,miscellaneous,Negative
1511,1511,"I think all of the hype around the product was based on how well the technology worked. Most of us VR users have seen most of this tech implemented in one way or another. As Quest 2 user, the Apple VR was impressive, but it didn't blow me away. And that price defiantly had me looking forward to the Meta Quest 3! I love VR and VR gaming. But Apple is crazy if they think the majority of people are going to adopt a $3500 headset that doesn't even play games... #yeahright","i think all of the hype around the product wa based on how well the technology worked. most of u vr user have seen most of this tech implemented in one way or another. a quest 2 user, the apple vr wa impressive, but it did not blow me away. and that price defiant had me looking forward to the meta quest 3! i love vr and vr gaming. but apple is crazy if they think the majority of people are going to adopt a $3500 headset that doe not even play games. yeahright",1686171337.022753,miscellaneous,Positive
1512,1512,"i have my own little theory about vr: The face is simply prime real estate for human beings, it's much harder to get people to put things on the their face compared to anywhere else on their body. I think when this tech is down to the size/weight of a pair of normal glasses (and cheap enough), everyone will have one.","i have my own little theory about vr: the face is simply prime real estate for human beings, it is much harder to get people to put thing on the their face compared to anywhere else on their body. i think when this tech is down to the size weight of a pair of normal glass (and cheap enough), everyone will have one.",1686171337.024559,miscellaneous,Neutral
1513,1513,Oh it's only $3499?? I thought it was $3500 for a second.,oh it is only $3499 i thought it wa $3500 for a second.,1686171337.026349,miscellaneous,Neutral
1514,1514,I’ll wait for people beta test this thing for few more years before even considering it,i ll wait for people beta test this thing for few more year before even considering it,1686171337.028135,miscellaneous,Neutral
1515,1515,"I paid about $2K for my first 8088 with 256KB and two floppies 40-odd years ago. So, it's your turn to feel what it's like to gut your wallet like a fish for new tech.  Greast as always; thank you.","i paid about $2k for my first 8088 with 256kb and two floppy 40 odd year ago. so, it is your turn to feel what it is like to gut your wallet like a fish for new tech. great a always thank you.",1686171337.029941,miscellaneous,Positive
1516,1516,lol,lol,1686171337.03173,miscellaneous,Neutral
1517,1517,Innovation is great and I guess the goggles can have their nishe. Next Iphone? No way.,innovation is great and i guess the goggles can have their niche. next iphone no way.,1686171337.033527,miscellaneous,Positive
1518,1518,Meanwhile people are downgrading to more basic devices.,meanwhile people are downloading to more basic devices.,1686171337.035313,miscellaneous,Negative
1519,1519,Meta problem seem the problem of HR management. There story of lot of employee was hired but without work. I heard no news of Meta work on their own chip and take pride in in.,meta problem seem the problem of hr management. there story of lot of employee wa hired but without work. i heard no news of meta work on their own chip and take pride in in.,1686171337.037114,miscellaneous,Negative
1520,1520,I think the screens/lenses are the craziest innovation here. There are So. Many. Pixels. That alone is a technology that every other VR company spends the most money trying to get right. The competing 4k headset costs 10k and that’s just the headset. So not only is apple really innovating the technology here but also the cost. Just hope the battery life is longer than an hour….,i think the screen lens are the craziest innovation here. there are so. many. pixels. that alone is a technology that every other vr company spends the most money trying to get right. the competing 4k headset cost 10k and that s just the headset. so not only is apple really innovation the technology here but also the cost. just hope the battery life is longer than an hour .,1686171337.038899,miscellaneous,Positive
1521,1521,"Well, the original iPhone was pretty niche. So, if this is niche, so be it.","well, the original iphone wa pretty niche. so, if this is niche, so be it.",1686171337.040696,miscellaneous,Neutral
1522,1522,"As with joysticks, it'll be one small step towards VR sex toys and that will be the end of humanity!","a with joystick, it will be one small step towards vr sex toy and that will be the end of humanity!",1686171337.042481,miscellaneous,Negative
1523,1523,this headset is not a VR !  you cant call it a VR because it doesnt function as a VR,this headset is not a vr ! you cannot call it a vr because it doe not function a a vr,1686171337.044265,corrective,Negative
1524,1524,I hope they eventually produce two different models. I'm retired and interested only in entertainment. Others need productivity tools.,i hope they eventually produce two different models. i am retired and interested only in entertainment. others need productivity tools.,1686171337.046065,miscellaneous,Positive
1525,1525,Ill buy it if they make one for White People.,ill buy it if they make one for white people.,1686171337.04785,miscellaneous,Neutral
1526,1526,"I don't think they were going for the majority of people here. With the tough production, they probably wanted to hit a certain price to actually keep sales lower than their other products just for this first iteration.","i do not think they were going for the majority of people here. with the tough production, they probably wanted to hit a certain price to actually keep sale lower than their other product just for this first iteration.",1686171337.243882,miscellaneous,Neutral
1527,1527,but thats the whole point which is its not a VR headset,but that is the whole point which is it not a vr headset,1686171337.248456,corrective,Neutral
1528,1528, @nerolowell2320  it is tho. It’s a VR headset. It’s a VR headset on steroids,erolowell2320 it is though. it s a vr headset. it s a vr headset on steroid,1686174937.250318,miscellaneous,Neutral
1529,1529, @CGingerbreadman  that’s very possible.,gingerbreadman that s very possible.,1686174937.252139,miscellaneous,Neutral
1530,1530,"i guess microsoft hololens are glasses, the og google glass was also glasses","i guess microsoft hololens are glasses, the og google glass wa also glass",1686174937.447123,miscellaneous,Neutral
1531,1531,"L take, wriggy","l take, wright",1686174937.451675,others,Neutral
1532,1532," @Fr00stee  the original google glass is closer to the mark, but the bit that dangles over the lens still looked kinda bulky and annoying IMO. Like, you'd still feel the weight of it, it would bother you after a while.

I think, it needs to get to a point where you could forget you're wearing them at all.

Or maybe we'll have the fancy AR contact lenses by then, who knows.","r00see the original google glass is closer to the mark, but the bit that angle over the lens still looked kind of bulky and annoying i am going to. like, you would still feel the weight of it, it would bother you after a while. i think, it need to get to a point where you could forget you are wearing them at all. or maybe we will have the fancy ar contact lens by then, who knows.",1686178537.454089,miscellaneous,Negative
1533,1533," @Wrigggy  I guess the only ones you could forget, that you're wearing them, are the Focals. Still waiting to hear about those from Google.","iggy i guess the only one you could forget, that you are wearing them, are the vocals. still waiting to hear about those from google.",1686178537.455886,miscellaneous,Neutral
1534,1534,I was the guy you paid $400 to upgrade that system to 512k. :),i wa the guy you paid $400 to upgrade that system to 512k. :),1686174937.654981,miscellaneous,Neutral
1535,1535, @noanyobiseniss7462  and i was the homeless guy looking thru the window at you two,oanyobiseniss7462 and i wa the homeless guy looking thru the window at you two,1686174937.659514,miscellaneous,Neutral
1536,1536, @johnnyespalahento2431  Then I probably asked you if you needed a hand.,ohnnyespalahento2431 then i probably asked you if you needed a hand.,1686178537.661971,miscellaneous,Neutral
1537,1537," @noanyobiseniss7462  you didnt get the joke, but thats allright. Im sure i would appreciate a hand if i was bum tho, thats correct.","oanyobiseniss7462 you did not get the joke, but that is alright. i am sure i would appreciate a hand if i wa bum though, that is correct.",1686182137.663742,miscellaneous,Positive
1538,1538,These are rumored to be Sony panels last I heard.,these are rumored to be sony panel last i heard.,1686174937.85098,miscellaneous,Neutral
